Record Id,Created Time,HSLP ordered at,Platform database ID (Agent),Display name,Property city,State (Agent),Closing date,Property Status,Property Status Updated,Closing Date is Wrong
zcrm_1781014000190740870,9/14/2022,9/14/2022,369855,221 BRENTWOOD DR,BULLARD,Texas,,,,false
zcrm_1781014000190671282,9/14/2022,9/14/2022,118932,2640 Hendrix Ave W,Lucas,Texas,,,,false
zcrm_1781014000190620439,9/13/2022,9/13/2022,320740,8902 Mission Top,San Antonio,Texas,,,,false
zcrm_1781014000190620189,9/13/2022,9/13/2022,,1636 Rosewood Ct,Round Rock,,,,,false
zcrm_1781014000190619521,9/13/2022,9/14/2022,299741,586 Hcr 1414,Covington,Texas,,,,false
zcrm_1781014000190614079,9/13/2022,9/13/2022,199984,2964 Boxelder,Bryan,Texas,,,,false
zcrm_1781014000190611686,9/13/2022,9/13/2022,369739,448 country view ct,pittsburgh,Pennsylvania,,,,false
zcrm_1781014000190609869,9/13/2022,9/14/2022,ID:5196911b-5671-4ecb-a3a8-1606d309c39c,1003 SE 13th St. 74467,Wagoner,Oklahoma,"Oct 15, 2022",,,false
zcrm_1781014000190605845,9/13/2022,9/14/2022,530,9216 Middle Glen,Dallas,Texas,,,,false
zcrm_1781014000190605112,9/13/2022,9/13/2022,305648,15227 Fall Haven Dr.,San Antonio,Texas,,,,false
zcrm_1781014000190605012,9/13/2022,9/13/2022,101050,10542 Dugas,San Antonio,Texas,,,,false
zcrm_1781014000190604033,9/13/2022,9/14/2022,126101,404 Timberline Dr N,Colleyville,Texas,,,,false
zcrm_1781014000190575057,9/13/2022,9/13/2022,143261,10307 Ritter Run Drive,Iowa Colony,Texas,,,,false
zcrm_1781014000190572934,9/13/2022,9/13/2022,130019,707 Line St,Kilgore,Texas,,,,false
zcrm_1781014000190569637,9/13/2022,9/13/2022,111939,12508 Eagle Nest Dr,Buda,Texas,,,,false
zcrm_1781014000190565223,9/13/2022,9/13/2022,143261,2338 Seamist Circle,Seabrokk,Texas,,,,false
zcrm_1781014000190562099,9/13/2022,9/13/2022,ID:fa720ed9-2a2f-4006-af29-ad3cf1d4a3cf,1912 Marvel Lane 64068,Liberty,Missouri,"Sep 23, 2022",,,false
zcrm_1781014000190562017,9/13/2022,9/13/2022,86,7311 Broken Arrow Ln,Austin,Texas,,,,false
zcrm_1781014000190546701,9/13/2022,9/13/2022,236173,146 N 12th St,West Columbia,Texas,,,,false
zcrm_1781014000190543196,9/13/2022,9/13/2022,323717,1609 County Road 3211,Naples,Texas,,,,false
zcrm_1781014000190539043,9/13/2022,9/13/2022,65159,1709 Garden St,Austin,Texas,,,,false
zcrm_1781014000190535119,9/13/2022,9/13/2022,298398,1503 Gardner Street,Pittsburgh,Pennsylvania,,,,false
zcrm_1781014000190442665,9/13/2022,9/13/2022,33750,100 Waterford Dr,Mt Holly,North Carolina,,,,false
zcrm_1781014000190435715,9/13/2022,9/13/2022,ID:df79369c-fcd2-43f4-b8cb-e26e5039b235,7716 South 85th East Avenue 74133,Tulsa,Oklahoma,,,,false
zcrm_1781014000190334009,9/12/2022,9/14/2022,13931,1003 Harrington St,Houston,Texas,,,,false
zcrm_1781014000190314806,9/12/2022,9/12/2022,112956,"23082 Cactus, New Caney, TX 77357",New Caney,Texas,,,,false
zcrm_1781014000190309671,9/12/2022,9/12/2022,170722,871 Hill Street,Bellefonte,Pennsylvania,,,,false
zcrm_1781014000190309066,9/12/2022,9/12/2022,49765,1173 PR 2775,Mico,Texas,,,,false
zcrm_1781014000190305836,9/12/2022,9/14/2022,298819,412 N 5th St,Godley,Texas,,,,false
zcrm_1781014000190300206,9/12/2022,9/12/2022,20539,805 W Lindsey Street,Breckenridge,Texas,,,,false
zcrm_1781014000190296802,9/12/2022,9/13/2022,25231,2702 Lake Breeze Dr,Chandler,Texas,,,,false
zcrm_1781014000190296141,9/12/2022,9/13/2022,49765,17906 Bella Luna Way,San Antonio,Texas,,,,false
zcrm_1781014000190269936,9/12/2022,9/12/2022,232823,2613 Sunburst Ln,Glenn Heights,Texas,,,,false
zcrm_1781014000190267477,9/12/2022,9/13/2022,7340,1601 Thompson Dr.,Carrollton,Texas,,,,false
zcrm_1781014000190267307,9/12/2022,9/12/2022,114184,720 Springwood Drive,Conroe,Texas,,,,false
zcrm_1781014000190255333,9/12/2022,9/13/2022,225171,2837 S 11th Street,Philadelphia,Pennsylvania,,,,false
zcrm_1781014000190252918,9/12/2022,9/12/2022,51727,2920 Oklahoma Ave,Bryan,Texas,,,,false
zcrm_1781014000190252775,9/12/2022,9/13/2022,223134,133 Woodland Road,hempfield Twp-WML,Pennsylvania,,,,false
zcrm_1781014000190252449,9/12/2022,9/13/2022,62224,5769 Fountain Flat,Fort Worth,Texas,,,,false
zcrm_1781014000190252308,9/12/2022,9/12/2022,ID:e88a9955-5595-4dba-838b-57a282c4eb12,3021 Via Della Amore 89052,Henderson,Nevada,,,,false
zcrm_1781014000190250973,9/12/2022,9/12/2022,197354,6612 Woodmere,Argyle,Texas,,,,false
zcrm_1781014000190250670,9/12/2022,9/13/2022,257719,8702 Danbury Hollow Lane,Houston,Texas,,,,false
zcrm_1781014000190247608,9/12/2022,9/13/2022,185578,403 Front,Columbus,Texas,,,,false
zcrm_1781014000190239855,9/12/2022,9/12/2022,29087,14129 Tierra Morena Dr,El Paso,Texas,,,,false
zcrm_1781014000190238809,9/12/2022,9/13/2022,28561,1702 Brushy Bend,Round Rock,Texas,,,,false
zcrm_1781014000190237623,9/12/2022,9/14/2022,143114,2702 S 38th St.,Abilene,Texas,,,,false
zcrm_1781014000190234968,9/12/2022,9/12/2022,51727,12906 Birch Falls Rd,Houston,Texas,,,,false
zcrm_1781014000190233582,9/12/2022,9/13/2022,367147,1116 VZ County road 3824,Wills Point,Texas,,,,false
zcrm_1781014000190233077,9/12/2022,9/12/2022,190924,4108 Caney Creek Ct,College Station,Texas,,,,false
zcrm_1781014000190232218,9/12/2022,9/12/2022,3293,102 Ruelle Ln Unit 208-D,San Antonio,Texas,,,,false
zcrm_1781014000190230686,9/12/2022,9/13/2022,20688,4060 Richardson,Malakoff,Texas,,,,false
zcrm_1781014000190229657,9/12/2022,9/13/2022,120160,6615 Bandera #2A,Dallas,Texas,,,,false
zcrm_1781014000190228150,9/12/2022,9/12/2022,157024,210 Wellington Rd,Irving,Texas,,,,false
zcrm_1781014000190198252,9/12/2022,9/14/2022,101402,8428 Ridge Creek Drive,Dallas,Texas,,,,false
zcrm_1781014000190198096,9/12/2022,9/12/2022,171787,1923 Greenbriar,Orange,Texas,,,,false
zcrm_1781014000190174196,9/12/2022,9/12/2022,210527,120 Pinon,Borger,Texas,,,,false
zcrm_1781014000190174086,9/12/2022,9/12/2022,50511,2607 White Wing Way,New Braunfels,Texas,"Sep 19, 2022",,,false
zcrm_1781014000190162450,9/12/2022,9/13/2022,21514,159 Guemal Rd,Buda,Texas,,,,false
zcrm_1781014000190162249,9/12/2022,9/12/2022,183805,12720 Robert Taft St,Manor,Texas,,,,false
zcrm_1781014000190105449,9/12/2022,9/12/2022,4302,6433 Stolte Ln,Fort Worth,Texas,,,,false
zcrm_1781014000190068946,9/12/2022,9/14/2022,37420,6442 Hill Creek,San Antonio,Texas,,,,false
zcrm_1781014000190064553,9/11/2022,9/12/2022,3568,30 Twilight Glen Court,The Woodlands,Texas,,,,false
zcrm_1781014000190058524,9/11/2022,9/11/2022,150361,501 E 40th 1/2 St,Houston,Texas,,,,false
zcrm_1781014000190058513,9/11/2022,9/11/2022,102986,12491 North Chestnut Hills Drive,Conroe,Texas,,,,false
zcrm_1781014000190054600,9/11/2022,9/11/2022,4692,706 w Midway,Euless,Texas,,,,false
zcrm_1781014000190044191,9/11/2022,9/12/2022,103883,2311 Judy Ave,Odessa,Texas,,,,false
zcrm_1781014000190041870,9/11/2022,9/11/2022,181844,928 Champions Way,Roanoke,Texas,,,,false
zcrm_1781014000190041547,9/11/2022,9/11/2022,54121,12131 Mabel Ln,Pinehurst,Texas,"Oct 13, 2022",,,false
zcrm_1781014000190033638,9/11/2022,9/11/2022,171807,3720 Bob Hall Rd.,Orange,Texas,,,,false
zcrm_1781014000189999759,9/11/2022,9/11/2022,330404,615 Ridge View Dr,San Antonio,Texas,,,,false
zcrm_1781014000189985453,9/10/2022,9/10/2022,236574,9101 trailwood dr,North Richland Hills,Texas,,,,false
zcrm_1781014000189978770,9/10/2022,9/11/2022,118588,956 Lake Rd,Lavon,Texas,,,,false
zcrm_1781014000189969875,9/10/2022,9/13/2022,134564,901 Lovebird Lane,Little Elm,Texas,,,,false
zcrm_1781014000189965081,9/10/2022,9/10/2022,165309,134 Cedar Hill Loop,Lufkin,Texas,,,,false
zcrm_1781014000189964045,9/10/2022,9/10/2022,57792,2637 Gosling Way,Fort Worth,Texas,,,,false
zcrm_1781014000189959006,9/10/2022,9/10/2022,285363,4118 Prescott Avenue,Dallas,Texas,,,,false
zcrm_1781014000189958069,9/10/2022,9/11/2022,246744,751 South Warnock Street,Philadelphia,Pennsylvania,,,,false
zcrm_1781014000189955774,9/10/2022,9/12/2022,9484,1234 Luxury Street,Plano,Texas,,,,false
zcrm_1781014000189955654,9/10/2022,9/13/2022,81614,9 Barstow Ave,Towanda,Pennsylvania,,,,false
zcrm_1781014000189954789,9/10/2022,9/11/2022,66494,3810 Wildwood Valley,Kingwood,Texas,,,,false
zcrm_1781014000189933763,9/10/2022,9/10/2022,341130,1529 E Emmaus Ave,Allentown,Pennsylvania,,,,false
zcrm_1781014000189927241,9/9/2022,9/15/2022,217456,2808 Elm Grove Ct,Kingwood,Texas,,,,false
zcrm_1781014000189925135,9/9/2022,9/9/2022,186781,9304 N Madrone Trail,Austin,Texas,,,,false
zcrm_1781014000189901469,9/9/2022,9/10/2022,305936,"1 Towers Park Lane, 1704",San Antonio,Texas,,,,false
zcrm_1781014000189901225,9/9/2022,9/9/2022,ID:a80b0d2f-0594-45c5-b4bf-a41c509611a9,17000 West 86th Place 80007,Arvada,Colorado,,,,false
zcrm_1781014000189890764,9/9/2022,9/10/2022,166600,12304 Spruce Rd,Saratoga,Texas,,,,false
zcrm_1781014000189890718,9/9/2022,9/10/2022,102001,1525 PIERCE STREET,WAXAHACHIE,Texas,,,,false
zcrm_1781014000189886739,9/9/2022,9/15/2022,121004,403 Abraham Court,Irving,Texas,,,,false
zcrm_1781014000189884749,9/9/2022,9/12/2022,221773,5320 Westchase loop,Lumberton,Texas,,,,false
zcrm_1781014000189881241,9/9/2022,9/9/2022,62764,241 Pond Mills Road,Waxahachie,Texas,,,,false
zcrm_1781014000189875642,9/9/2022,9/9/2022,13056,1000 Melody Ln,Amarillo,Texas,,,,false
zcrm_1781014000189875239,9/9/2022,9/10/2022,96405,241 W Wellens Ave,Philadelphia,Pennsylvania,,,,false
zcrm_1781014000189875153,9/9/2022,9/12/2022,186061,1713 Flowing Path,San Antonio,Texas,,,,false
zcrm_1781014000189861614,9/9/2022,9/10/2022,173336,8229 Spitfire Tral,Aubrey,Texas,,,,false
zcrm_1781014000189792586,9/9/2022,9/9/2022,368608,3349 Jan Ct,Katy,Texas,,,,false
zcrm_1781014000189792503,9/9/2022,9/10/2022,58483,1720 Oxford Dr,Mansfield,Texas,,,,false
zcrm_1781014000189791438,9/9/2022,9/15/2022,4264,21239 Flowering Crape Myrtle Dr,Porter,Texas,,,,false
zcrm_1781014000189779150,9/9/2022,9/9/2022,4588,9622 Hillview Drive,Dallas,Texas,,,,false
zcrm_1781014000189774613,9/9/2022,9/10/2022,76305,3520 Silverhill Drive,Dallas,Texas,,,,false
zcrm_1781014000189771449,9/9/2022,9/9/2022,290407,1166 FM 1578,Frost,Texas,,,,false
zcrm_1781014000189764220,9/9/2022,9/11/2022,3580,130 BRADFORD BLUFF DR,MONTGOMERY,Texas,,,,false
zcrm_1781014000189722667,9/9/2022,9/9/2022,97356,2320 Pioneer Rd,Hatboro,Pennsylvania,,,,false
zcrm_1781014000189689706,9/9/2022,9/9/2022,65194,11512 Gun Fight Ln,Austin,Texas,,,,false
zcrm_1781014000189632068,9/8/2022,9/8/2022,343418,1627 Lansford Ave,Dallas,Texas,,,,false
zcrm_1781014000189613484,9/8/2022,9/8/2022,292313,15411 Sicomoro Viejo St,Channelview,Texas,,,,false
zcrm_1781014000189612494,9/8/2022,9/9/2022,365946,6133 FM 2415,Alvarado,Texas,,,,false
zcrm_1781014000189612396,9/8/2022,9/8/2022,359,14916 Swallow Tailed Kite Drive,Austin,Texas,,,,false
zcrm_1781014000189610043,9/8/2022,9/14/2022,881,3839 Dry Creek Dr. Unit 124,Austin,Texas,,,,false
zcrm_1781014000189609470,9/8/2022,9/8/2022,30506,2806 Ross Avenue,Fort Worth,Texas,,,,false
zcrm_1781014000189606208,9/8/2022,9/8/2022,122558,307 US HWY 271,Gilmer,Texas,,,,false
zcrm_1781014000189598623,9/8/2022,9/8/2022,305824,9506 Silver Crown,San Antonio,Texas,,,,false
zcrm_1781014000189598526,9/8/2022,9/9/2022,3950,2535 Wedglea Drive #204,Dallas,Texas,,,,false
zcrm_1781014000189598429,9/8/2022,9/8/2022,33416,15318 Ferness,Channelview,Texas,,,,false
zcrm_1781014000189597923,9/8/2022,9/9/2022,58616,2300 N Beaton St,Corsicana,Texas,,,,false
zcrm_1781014000189593740,9/8/2022,9/12/2022,18867,3606 Hunters Bay,San Antonio,Texas,,,,false
zcrm_1781014000189568346,9/8/2022,9/15/2022,28546,644 Heritage Grove Road,Leander,Texas,,,,false
zcrm_1781014000189563020,9/8/2022,9/9/2022,ID:37758004-a256-415d-9720-22b6143ab725,109 West Shadywood Drive 73110,Midwest City,Oklahoma,"Oct 5, 2022",,,false
zcrm_1781014000189558838,9/8/2022,9/8/2022,59960,18226 Kilmacolm Drive,Richmond,Texas,,,,false
zcrm_1781014000189558356,9/8/2022,9/8/2022,76500,302 Cave Springs Dr,Hunt,Texas,,,,false
zcrm_1781014000189557549,9/8/2022,9/9/2022,297572,18407 CR 2341,Arp,Texas,,,,false
zcrm_1781014000189557374,9/8/2022,9/8/2022,283010,8 S 19th St,Temple,Texas,,,,false
zcrm_1781014000189557057,9/8/2022,9/8/2022,62743,5221 Clotell Court,Fort Worth,Texas,,,,false
zcrm_1781014000189556728,9/8/2022,9/8/2022,93892,75 South Church Street,Carbondale,Pennsylvania,,,,false
zcrm_1781014000189552491,9/8/2022,9/10/2022,352051,3936 Laura Leigh,Friendswood,Texas,,,,false
zcrm_1781014000189550731,9/8/2022,9/8/2022,173564,2660 S FM 513,Campbell,Texas,,,,false
zcrm_1781014000189549438,9/8/2022,9/11/2022,198604,3702 Blue Meadow Ln,Houston,Texas,,,,false
zcrm_1781014000189546692,9/8/2022,9/8/2022,40366,6960 Branch Trail,Frisco,Texas,,,,false
zcrm_1781014000189537127,9/8/2022,9/8/2022,249078,4085 Bluebird Dr,Waldorf,Maryland,,,,false
zcrm_1781014000189530898,9/8/2022,9/11/2022,120298,3805 Linden Avenue,Fort Worth,Texas,,,,false
zcrm_1781014000189525635,9/8/2022,9/8/2022,123449,24 Valley View Dr,Morrisville,Pennsylvania,,,,false
zcrm_1781014000189525539,9/8/2022,9/8/2022,211454,734 Indigo St,San Antonio,Texas,,,,false
zcrm_1781014000189524973,9/8/2022,9/8/2022,32414,4610 Oregon Trl.,Amarillo,Texas,,,,false
zcrm_1781014000189524517,9/8/2022,9/12/2022,4665,5300 Grovewood Dr,McKinney,Texas,,,,false
zcrm_1781014000189475334,9/8/2022,9/11/2022,5206,2006 Shadow Ridge Drive,Arlington,Texas,,,,false
zcrm_1781014000189469428,9/8/2022,9/11/2022,211828,100 Gloria Ct,Dingmans Ferry,Pennsylvania,,,,false
zcrm_1781014000189458481,9/8/2022,9/15/2022,60087,6823 Garnet Trail Lane,Richmond,Texas,,,,false
zcrm_1781014000189441319,9/8/2022,9/11/2022,5206,612 Hartin Circle,Irving,Texas,,,,false
zcrm_1781014000189397551,9/7/2022,9/8/2022,135214,1412 Millican Lane,Aubrey,Texas,,,,false
zcrm_1781014000189393301,9/7/2022,9/8/2022,339612,1603 Kohlers Trail,Lakeway,Texas,,,,false
zcrm_1781014000189392532,9/7/2022,9/7/2022,342905,1443 scharpe,Houston,Texas,,,,false
zcrm_1781014000189392306,9/7/2022,9/8/2022,154832,595 E Cabarrus St.,Raleigh,North Carolina,,,,false
zcrm_1781014000189388447,9/7/2022,9/10/2022,60826,4031 Burleson Retta Road,Burleson,Texas,,,,false
zcrm_1781014000189362345,9/7/2022,9/7/2022,,26188 9th Street 92346,Highland,,,,,false
zcrm_1781014000189362228,9/7/2022,9/12/2022,,101 Royal Ln,Commerce,,,,,false
zcrm_1781014000189359113,9/7/2022,9/7/2022,292393,1102 Cherry Creek,Dayton,Texas,,,,false
zcrm_1781014000189353260,9/7/2022,9/12/2022,43976,413 Star Thistle St,Leander,Texas,,,,false
zcrm_1781014000189344661,9/7/2022,9/7/2022,157676,5521 Los Patios,Midland,Texas,,,,false
zcrm_1781014000189324121,9/7/2022,9/7/2022,316077,545 Huger St,Charleston,South Carolina,,,,false
zcrm_1781014000189323644,9/7/2022,9/7/2022,230417,228 Canyon Oak,Lake Jackson,Texas,,,,false
zcrm_1781014000189322320,9/7/2022,9/9/2022,118667,2618 Lakehill Ln,Carrollton,Texas,,,,false
zcrm_1781014000189320897,9/7/2022,9/8/2022,61844,3646 Upper Leggett Rd,Livingston,Texas,,,,false
zcrm_1781014000189320689,9/7/2022,9/7/2022,112956,"3335 Farm to Market Road 2518, Cleveland, TX 77327",Cleveland,Texas,,,,false
zcrm_1781014000189320682,9/7/2022,9/9/2022,5849,10817 Dinah Drive,Austin,Texas,,,,false
zcrm_1781014000189279273,9/7/2022,9/7/2022,123826,2601 Baylor Dr,Rowlett,Texas,,,,false
zcrm_1781014000189270336,9/7/2022,9/7/2022,13580,3805 W County Road 140,Midland,Texas,,,,false
zcrm_1781014000189241407,9/7/2022,9/7/2022,314973,412 Eastdale Ln,Bullard,Texas,,,,false
zcrm_1781014000189234595,9/7/2022,9/10/2022,5278,5602 Glacier Lake Drive,Arlington,Texas,,,,false
zcrm_1781014000189224408,9/7/2022,9/7/2022,354155,7201 hillcroft drive,austin,Texas,,,,false
zcrm_1781014000189224088,9/7/2022,9/7/2022,211454,19615 Camino Ridge,San Antonio,Texas,,,,false
zcrm_1781014000189162797,9/7/2022,9/7/2022,128851,3030 Thorne Creek Ln,Houston,Texas,"Oct 12, 2022",,,false
zcrm_1781014000189146848,9/7/2022,9/7/2022,150117,3064 Archer Circle,Bryan,Texas,,,,false
zcrm_1781014000189144699,9/7/2022,9/7/2022,218796,1082 Cobblestone Lane,Valencia,Pennsylvania,,,,false
zcrm_1781014000189144433,9/7/2022,9/8/2022,9481,1109 Wheatland Terrace,Waxahachie,Texas,,,,false
zcrm_1781014000189137162,9/7/2022,9/7/2022,72883,7005 Lismore Ct,Colleyville,Texas,,,,false
zcrm_1781014000189129547,9/7/2022,9/8/2022,9481,4005 Orchard Park Lane,Midloathian,Texas,,,,false
zcrm_1781014000189129470,9/7/2022,9/7/2022,336391,8902 Black Oak St,Austin,Texas,,,,false
zcrm_1781014000189129134,9/7/2022,9/7/2022,77994,79 Baltimore St,Irwin,Pennsylvania,,,,false
zcrm_1781014000189120640,9/7/2022,9/7/2022,349685,114 Mokolua Ln,Bastrop,Texas,,,,false
zcrm_1781014000189094210,9/7/2022,9/7/2022,121335,4105 Cozy Pine,Northlake,Texas,,,,false
zcrm_1781014000189009935,9/6/2022,9/8/2022,56575,10903 Leigh Woods Drive,CYPRESS,Texas,,,,false
zcrm_1781014000189009226,9/6/2022,9/11/2022,53995,17618 Surreywest Ln,Spring,Texas,,,,false
zcrm_1781014000189008221,9/6/2022,9/7/2022,118753,8113 Lynores Way,Plano,Texas,,,,false
zcrm_1781014000189007781,9/6/2022,9/11/2022,276832,6009 Calaveras Way,San Antonio,Texas,,,,false
zcrm_1781014000189005997,9/6/2022,9/6/2022,33117,709 Alpine St,Midland,Texas,,,,false
zcrm_1781014000188999610,9/6/2022,9/7/2022,6657,2141 midway Rd.,Flower Mound,Texas,,,,false
zcrm_1781014000188998097,9/6/2022,9/7/2022,120620,1368 Airport Road,Coatesville,Pennsylvania,,,,false
zcrm_1781014000188994984,9/6/2022,9/6/2022,61270,116 Mallard Rd,Bastrop,Texas,,,,false
zcrm_1781014000188993517,9/6/2022,9/7/2022,7108,2007 E 13TH ST #2 AUSTIN TX 78702-1707,Austin,Texas,,,,false
zcrm_1781014000188963757,9/6/2022,9/14/2022,321570,5590 Pocusset Street,Pittsburgh,Pennsylvania,,,,false
zcrm_1781014000188960088,9/6/2022,9/6/2022,226242,3311 Carlo Rossi Dr,Fayetteville,North Carolina,"Oct 6, 2022",,,false
zcrm_1781014000188954949,9/6/2022,9/8/2022,6782,2316 Bridgewood Drive,Keller,Texas,,,,false
zcrm_1781014000188954702,9/6/2022,9/10/2022,103825,60 Mahogany Ct,Lake Jackson,Texas,,,,false
zcrm_1781014000188944405,9/6/2022,9/8/2022,9405,268 Hot Spring Valley,Buda,Texas,,,,false
zcrm_1781014000188944373,9/6/2022,9/8/2022,52705,2623 Barbwire Wy,San Antonio,Texas,,,,false
zcrm_1781014000188937784,9/6/2022,9/9/2022,3576,315 Cadela Drive,Montgomery,Texas,,,,false
zcrm_1781014000188937300,9/6/2022,9/8/2022,161346,3808 Salt Fork Drive,Killeen,Texas,,,,false
zcrm_1781014000188937130,9/6/2022,9/6/2022,2493,605 Cr 3820,San Antonio,Texas,,,,false
zcrm_1781014000188937063,9/6/2022,9/6/2022,230384,11428 Fullerton Place Dr NW,Huntersville,North Carolina,,,,false
zcrm_1781014000188933533,9/6/2022,9/6/2022,76145,390 Rummel Drive,Kyle,Texas,,,,false
zcrm_1781014000188933328,9/6/2022,9/10/2022,194257,2915 Killdeer,Humble,Texas,,,,false
zcrm_1781014000188932847,9/6/2022,9/12/2022,1191,2314 Vista Ridge Rd,Midland,Texas,,,,false
zcrm_1781014000188932383,9/6/2022,9/6/2022,267691,1218 Yaupon Loop,New Braunfels,Texas,,,,false
zcrm_1781014000188929540,9/6/2022,9/6/2022,44067,1401 Waterfall,Leander,Texas,,,,false
zcrm_1781014000188928359,9/6/2022,9/10/2022,91279,146 Trinley Street,Pottstown,Pennsylvania,,,,false
zcrm_1781014000188928354,9/6/2022,9/7/2022,4389,580 Amistad Drive,Prosper,Texas,,,,false
zcrm_1781014000188888344,9/6/2022,9/6/2022,277942,496 Long Leaf Dr,New Braunfels,Texas,,,,false
zcrm_1781014000188881694,9/6/2022,9/6/2022,247123,108 Pumpkin Dr,Hutto,Texas,,,,false
zcrm_1781014000188871855,9/6/2022,9/10/2022,112059,1049 Hamilton Lane,Belton,Texas,,,,false
zcrm_1781014000188867966,9/6/2022,9/6/2022,316683,1612 Flagstone Ln,Little Elm,Texas,,,,false
zcrm_1781014000188859536,9/6/2022,9/8/2022,58439,4959 Elgin St,Fort Worth,Texas,,,,false
zcrm_1781014000188859242,9/6/2022,9/7/2022,ID:f61ac42c-3f99-4562-a227-3cfc9b06f922,2514 South Hudson Place 74114,Tulsa,Oklahoma,,,,false
zcrm_1781014000188855177,9/6/2022,9/6/2022,218756,6225 Acorn Ridge Trl,Hillsborough,North Carolina,,,,false
zcrm_1781014000188847239,9/6/2022,9/7/2022,241058,315 E Main St,Atglen,Pennsylvania,,,,false
